symbol,levels,resistances,avg_vol_20d
IIFL.NS,440.45;485.85;514.70;616.20,473.50;480.85;483.80;493.20;500.00;534.90;544.40;546.15;587.70;623.00;641.65;675.80;705.00,3479191.4
IKS.NS,1621.90;1678.25;1725.05,1557.00;1573.80;1698.00;1740.00;1758.00;1764.90;1849.00;1876.20;1907.40;1915.60;1933.00,127253.55
INDGN.NS,481.03;502.44,504.95;506.40;523.05;534.00;535.00;536.45;546.15;550.35;554.00;567.80;576.75;583.60;615.50,684581.25
INDIACEM.NS,387.18;373.90;365.54,379.50;387.00;391.35;399.15;401.05;401.70;410.50;416.40;417.00;469.90,87386.7
INDIAMART.NS,1958.05;1733.43,1775.00;1815.00;1825.00;1945.00;1978.90;2022.30;2047.00;2122.20;2130.20;2175.00;2199.00,77007.0
INDIANB.NS,811.15;863.40,841.30;849.90;853.95;867.85;874.90;875.00;878.00;884.95;903.80;905.00;906.70;1000.90,952901.45
INDUSINDBK.NS,875.60;993.48,840.85;928.00;940.20;950.55;953.50;957.90;1017.90;1022.00;1026.60;1038.00;1077.85,1312873.4
INDUSTOWER.NS,394.32;408.77;377.67;369.85,383.75;388.55;389.40;390.85;398.30;414.90;421.85;426.50;437.00;439.40;443.20;449.40,4397332.85
INOXWIND.NS,82.18;88.10,77.85;78.59;81.14;91.47;93.30;94.70;99.15;105.30;108.27,11377627.85
INTELLECT.NS,663.62;680.72;711.17;733.85,692.00;703.05;716.45;726.35;732.00;755.20;760.20;764.40;767.40;770.90;779.00;783.90;790.95;796.35;798.25;834.40,301388.05
IOB.NS,33.32;34.58;32.35,33.53;33.64;34.06;34.07;34.70;34.94;35.00;35.50;35.55;36.20;36.39;36.53,2059442.4
IPCALAB.NS,1512.53;1731.40,1590.00;1610.50;1618.70;1670.00;1678.30;1785.00;1808.00;1812.50;1944.90;1945.10;1992.00;1996.90;2001.50,218660.8
IRB.NS,21.43;19.77;20.90;19.16;18.80,20.04;20.60;21.04;21.52;21.78;21.96;21.99;22.09;22.27;22.53;23.95,15722095.2
IRCON.NS,149.29;130.67;122.49,128.00;133.82;134.55;137.47;139.15;142.90;144.57;156.66;159.45;159.68;164.40,1308022.7
IRCTC.NS,524.35;537.68;503.12;482.43,492.50;510.45;513.90;526.75;527.00;531.70;535.00;547.65;570.05;581.30,685863.9
IREDA.NS,117.93;124.23;112.90,114.75;121.14;121.83;123.90;125.67;130.60;132.39;133.19;135.50;137.45;142.85,3819203.3
ITCHOTELS.NS,149.43;156.83,157.00;159.80;164.50;166.45;167.50;167.79;170.25;173.00;184.20;188.00,1281360.35
ITI.NS,294.79;280.60;288.12;272.75,276.60;295.90;296.25;302.40;303.90;308.40;310.45;310.80;312.34;313.65;319.90;325.85,207957.35
J&KBANK.NS,125.21;146.61;143.40,135.00;135.68;145.00;152.80;153.87;164.30;167.15;182.29;192.00;201.75,1780684.8
JAINREC.NS,335.55;320.88,293.70;302.55;307.00;307.50;346.45;349.50;363.00;366.35;379.80;383.05;411.00;427.75;587.85;593.95,1162858.7
JBMA.NS,611.28;645.38,643.80;644.95;655.00;681.90;685.00;689.00;707.50;711.20;718.60;719.85;738.50,929440.4
JINDALSAW.NS,220.32;247.87,249.45;249.79;265.65;267.50;269.91;278.95;281.00;319.50;320.00,3477072.8
JKCEMENT.NS,5354.00;5225.00;5299.25;4951.00,5170.00;5310.00;5560.00;5566.00;5621.00;5628.00;5730.00;5740.00;5755.00;5760.00;5790.00;6020.00,34669.05
JKTYRE.NS,414.07;394.57;379.43;388.00,386.85;417.55;419.80;422.00;422.65;423.95;424.50;424.60;441.50,376151.3
JMFINANCIL.NS,132.96;125.36;114.75;121.96;118.25,127.48;130.60;131.65;132.39;133.23;133.50;136.30;136.90;138.61;143.82;147.20,2521333.95
JPPOWER.NS,18.60;17.10;17.62;16.69,17.14;17.47;18.25;18.40;18.88;18.90;19.28;20.38;20.62;21.05;24.50,31641791.1
JSL.NS,720.04;694.23,709.80;711.50;732.40;741.50;753.00;755.00;756.00;759.25;789.35;794.00;801.80,863657.85
JSWCEMENT.NS,122.78;119.67;129.04,126.36;128.28;136.40;136.90;137.83;138.50;142.50;143.40,983385.7
JSWDULUX.NS,2865.80;3065.30,2980.00;3033.40;3041.00;3049.00;3064.20;3070.00;3112.50;3195.00;3209.50;3214.00;3249.80;3329.90;3376.20,17822.25
JSWENERGY.NS,537.27;508.30,541.70;545.80;553.70;564.00;572.85;578.90;583.40;585.65;586.35;592.00;617.35,1955793.6
JSWINFRA.NS,265.62;310.95;330.20;324.40,282.40;284.75;288.73;295.80;335.25;343.45;348.00;351.50;355.00;355.80,2180896.9
JUBLFOOD.NS,411.63;419.15,434.00;438.70;457.40;464.80;478.00;498.75;521.00;527.85,1084791.55
JUBLINGREA.NS,659.33;698.45;715.38,638.15;657.00;659.90;701.05;748.80;750.75;752.50;764.70;769.50;769.70;795.00,267471.35
JUBLPHARMA.NS,913.55;963.22;951.70,928.15;959.35;989.95;995.00;995.40;997.50;999.75;1004.70;1030.00;1031.70;1042.00,392173.2
JWL.NS,257.75;278.78;262.83,253.95;263.30;268.95;270.00;272.35;280.80;286.00;286.50;294.24;295.93;308.50;308.60,624673.9
JYOTICNC.NS,742.33;773.83,719.60;777.70;782.85;787.25;795.10;827.00;845.00;874.75;1048.00;1058.85,1355156.0
KAJARIACER.NS,1052.97;1167.87;1188.67,1125.00;1125.60;1232.90;1238.40;1246.80;1252.00;1254.50;1271.50;1274.50;1275.00,180580.9
KALYANKJIL.NS,403.57;337.55;560.07;586.52,360.25;365.90;374.25;386.70;387.25;395.45;420.60;428.80;452.60;621.80;630.00;635.95;648.95,8537810.65
KARURVYSYA.NS,274.23;289.06;328.43,287.90;296.80;301.00;301.65;302.00;312.00;322.00;340.00;347.90;351.80;358.00;358.65,1563898.8
KAYNES.NS,3006.55;3091.10,3249.10;3386.00;3399.00;3418.10;3474.30;3478.40;3685.00;3963.20;4117.90;4476.20;4538.60,1025340.35
KEC.NS,553.78;463.15;482.68,417.90;441.40;487.80;509.50;511.30;516.70;551.00;594.00;616.95;617.00,1035368.05
KEI.NS,4751.90;4842.05;5087.25,4580.50;4996.90;5233.00;5245.00;5247.80;5398.00;5476.30;5708.00;5740.30;5899.00,629777.55
KFINTECH.NS,876.20;856.15;835.33;911.77,873.80;876.90;894.80;928.00;930.00;938.10;946.90;961.25;981.05;982.50;992.40;1006.00,848609.6
KIMS.NS,644.67;784.96,683.95;691.90;781.65;785.85;789.90;791.15;811.00;818.00;826.65;826.80;827.95;858.00,503108.25
KIRLOSENG.NS,2121.20;2011.55,1687.50;1765.00;1775.00;1990.80;2177.00;2298.00;2300.50;2317.10;2572.00;2720.00,425130.05
KPIL.NS,1236.78;1329.60;1276.15,1275.00;1282.40;1310.00;1322.70;1327.00;1329.00;1335.00;1350.90;1427.90;1452.70;1468.00;1479.60,160015.4
KPITTECH.NS,691.95;714.65;544.52;576.25,578.90;613.45;640.70;662.65;740.00;762.80;770.95;774.00;795.30;797.50;826.00,1418436.7
KPRMILL.NS,913.70;1018.97;1106.92,934.00;946.50;975.95;989.15;1123.00;1152.80;1167.50;1174.00;1197.90;1208.70;1231.00;1334.00,239390.25
LALPATHLAB.NS,1599.05;1658.55;1862.90,1469.00;1471.50;1640.60;1698.00;1698.60;1718.00;1719.90;1784.00;1803.00;1955.10;1963.00;1988.90,241449.05
LATENTVIEW.NS,286.32,284.60;292.00;302.80;314.80;314.90;320.70;322.10;323.65;324.80;335.40;340.85,627744.15
LAURUSLABS.NS,1349.65,1137.20;1144.85;1457.00;1531.20;1555.00;1579.10;1870.80;1949.00;1981.80,3541237.5
LEMONTREE.NS,108.12;115.78;104.10,107.32;110.50;112.90;113.90;115.68;117.24;121.45;121.98;122.65;122.90;128.38,2644927.3
LENSKART.NS,494.53,525.65;532.50;549.70;557.65;563.00;575.70;673.90;703.50,11890453.1
LGEINDIA.NS,1532.20;1481.63,1548.90;1555.70;1574.00;1582.00;1593.00;1609.90;1630.00;1661.60;1680.00;1705.20;1727.10;1755.00,547423.65
LICHSGFIN.NS,532.70;524.40,509.00;511.45;538.45;543.40;552.75;556.90;563.00;564.95;567.70;568.50;568.55;570.75;579.40;598.20,4053444.65
LICI.NS,402.30;388.49;420.80,407.85;407.88;413.30;417.00;419.60;428.15;428.17;428.55;428.90;431.30;440.00;447.60;450.20,7998198.35
LINDEINDIA.NS,6963.38;7153.25;6630.62,6490.50;6870.50;7179.00;7251.00;7319.50;7380.00;7439.00;7464.00;7485.00;7570.00;7638.00;8049.00,20485.4
LLOYDSME.NS,1698.77;1866.30,1790.00;1797.10;1814.00;1826.00;1846.00;1848.00;1859.40;1888.60;2100.00;2125.00,312503.85
LTF.NS,264.48;307.35;303.60,277.25;289.40;297.30;300.83;305.20;320.50;326.75;327.00;327.30;333.50;338.60,3493432.25
LTFOODS.NS,394.58;413.80;375.43;366.10,391.85;392.00;393.80;396.00;415.50;415.75;432.15;439.90;466.80;490.70,2725529.75
LTTS.NS,3384.50;3446.60;3284.00,3448.00;3490.00;3504.80;3596.60;3665.50;3667.90;3675.00;3680.00;3708.00;3723.20;3847.90,89792.05
LUPIN.NS,2246.22;2215.20,2237.90;2301.40;2306.30;2309.60;2339.00;2352.90;2381.00;2474.80;2494.00;2526.90;2529.50,684707.6
M&MFIN.NS,273.50;291.00,297.10;304.05;307.05;310.00;314.95;331.00;332.40;340.50;341.00;347.00;381.45;384.50;389.40;397.50;409.75;415.00,1706156.55
MAHABANK.NS,75.97;77.48;79.54,81.05;82.15;82.19;82.20;82.29;83.10;85.90;87.00;87.46;87.50;91.20;94.50,16850151.4
MANAPPURAM.NS,293.90;307.62,270.80;274.75;299.75;302.45;318.20;330.90;332.25;334.00;346.45;347.90;372.55;373.05;381.55,5253811.8
MANKIND.NS,2219.50;2348.43;2479.03,2108.90;2322.20;2419.00;2423.90;2458.00;2468.80;2485.00;2510.00;2570.80;2604.00;2638.60;2639.00;2642.00,289729.15
MAPMYINDIA.NS,920.00;806.50;979.65;952.65,866.80;934.85;979.40;1021.10;1033.00;1126.90;1222.35;1231.95,186633.7
MARICO.NS,806.12;795.42;838.77,764.50;772.00;794.00;826.55;831.00;832.95;845.00;845.85;847.75;848.80;862.15;863.90;867.35;873.00;889.10,1680859.75
MCX.NS,2748.93;2571.50,2777.90;2903.00;2909.90;2931.90;2942.10;3038.00;3398.00;3400.00;3480.00,2101943.1
MEDANTA.NS,1159.15;1300.45;1386.50,1248.90;1256.20;1266.50;1278.00;1335.90;1358.00;1369.70;1447.00;1475.80;1491.00;1544.00,291016.95
MEESHO.NS,172.55;180.11,172.28;174.86;193.20;195.48;195.90;195.92;197.60;201.99;212.65;223.10;227.65,16887784.35
MFSL.NS,1559.72;1541.00;1476.15,1548.50;1569.00;1604.90;1634.00;1634.10;1662.00;1713.60;1718.80;1722.40;1748.00,444045.7
MGL.NS,1113.02;1030.35;1055.85;1075.75,1107.90;1109.00;1121.00;1137.90;1159.20;1173.20;1177.60;1179.00;1190.70;1211.20;1252.00,258562.35
MINDACORP.NS,500.90;509.82;678.30;703.62,536.50;542.80;551.75;663.00;679.85;711.50;713.65;735.90;769.00,268081.65
MMTC.NS,63.20;60.14;61.48,66.20;67.23;67.44;67.58;69.34;69.82;71.28;71.64;78.35,3663739.3
MOTILALOFS.NS,772.12;816.67;837.50,835.50;874.00;902.50;909.00;961.90;980.45;981.45;989.75;1053.00;1060.20,1009421.65
MPHASIS.NS,2257.70;2133.70;2228.15;2193.20;2385.15,2271.10;2349.20;2361.80;2364.00;2403.00;2422.30;2430.50;2458.60;2472.00;2479.00;2523.00;2556.90,392923.15
MRF.NS,124758.75;129076.67;122025.00;130850.00,125950.00;129390.00;129500.00;131795.00;132885.00;133950.00;134490.00;135550.00;135755.00;135800.00;138990.00;140795.00,3834.05
MRPL.NS,168.90;143.64;160.10,153.59;169.90;171.25;176.30;179.99;183.00;187.00;189.00;191.90;194.85,9941683.35
MSUMI.NS,36.35;38.67;39.41,38.60;38.63;39.80;40.59;40.72;41.63;41.94;42.00;42.19;42.22;42.35;43.44,9722884.4
NAM-INDIA.NS,1033.45;1136.03;1153.57,1064.45;1065.00;1117.90;1122.00;1125.00;1144.40;1194.00;1196.00;1215.00;1232.80;1233.50;1269.50,1408905.85
NATCOPHARM.NS,,947.85;951.50;964.85;987.55;997.30;1116.80;1130.00;1134.85;1192.50;1202.00;1226.80,349388.05
NATIONALUM.NS,390.58;331.63,351.00;368.50;379.70;386.00;387.60;405.00;420.70;420.95;422.20;440.00;444.50;445.15,4807118.9
NAUKRI.NS,968.44;911.55;1322.05,996.00;1022.35;1029.00;1040.00;1047.80;1080.90;1223.50;1229.10;1268.90;1371.70;1390.10;1391.00,1136127.8
NAVA.NS,652.27;590.35;548.39,580.00;583.25;586.40;598.50;600.45;628.20;638.00;639.80;725.00;736.80;739.40,260881.95
NAVINFLUOR.NS,6835.17;7427.67;8100.00,6600.00;7120.00;7200.00;7525.00;7785.50;7810.00;7936.00;8451.00;8740.00;8775.50;8949.50,125853.95
NBCC.NS,86.36;91.45;93.71,87.35;90.50;94.88;96.50;96.96;98.70;101.95;102.47;107.73;114.29,4467665.35
NCC.NS,141.55,143.00;145.81;149.45;152.80;153.33;153.86;154.93;161.08;166.82;168.64;171.77,3033467.5
NETWEB.NS,3760.00;4132.43,3448.00;4044.00;4117.00;4174.80;4492.00;4495.00;4965.00;5244.00;5424.00;5813.00,1908037.65
NEULANDLAB.NS,16617.50;18127.50;22593.50,15491.00;17399.00;17572.00;17684.00;18305.00;18730.00;20089.00;23500.00;23876.00;23881.00;24225.00,40115.2
NEWGEN.NS,433.08;463.31;451.72;521.07,465.00;489.00;491.00;492.00;514.00;514.90;534.00;538.00;543.95;547.30;575.25;575.90;585.50;607.00,1336062.3
NH.NS,1848.95;1954.50,1838.00;1904.40;1949.60;1968.00;1988.00;2002.30;2047.50;2049.50;2092.90,227503.75
NHPC.NS,75.25;77.83;71.72,77.21;77.30;77.89;78.10;80.49;81.69;82.10;82.50;82.80;83.00;85.78;86.83,9341733.5
NIACL.NS,145.96;175.86;182.26,166.32;169.60;170.98;175.00;178.95;180.40;187.10;189.00;189.37;194.34;218.00;242.60,11598822.6
NIVABUPA.NS,78.21;80.39;84.15,75.22;81.81;81.90;83.85;84.20;84.50;85.25;86.46;87.76;88.40;89.00;89.66;89.77;91.40,621519.3
NLCINDIA.NS,262.20;292.28;306.42;267.17,276.80;281.35;282.30;304.20;307.70;315.40;318.55;328.90;329.10;362.00;387.80,1358235.7
NMDC.NS,86.84;83.42;82.24,86.05;86.12;86.45;86.93;87.19;89.10;89.25;90.17;91.97;92.77;94.25;97.49,14258688.9
NSLNISP.NS,40.63;42.06,42.91;43.54;44.24;44.97;45.14;45.40;46.00;46.19;49.40;53.75,11719849.95
NTPCGREEN.NS,97.58;94.25;91.45,93.29;93.85;96.25;96.98;99.60;106.90;112.70;119.95,1650516.0
NUVAMA.NS,,1392.00;1415.00;1595.00;1647.90;1779.00;1903.90;1955.00;1993.70;2066.00,286554.85
NUVOCO.NS,299.63;309.38,300.60;318.00;323.75;326.65;329.85;340.00;354.80;357.60;365.75;368.50;398.00,364210.0
NYKAA.NS,258.84;319.62,270.40;271.90;272.50;276.90;279.25;285.60;309.75;332.15;332.95;335.00;348.00;349.55,4224689.0
OBEROIRLTY.NS,1610.75;1681.40;1573.05;1826.67;1774.80,1713.00;1715.00;1720.00;1744.00;1754.00;1861.10;1932.80;1947.90;1960.70;1986.10,370048.75
OFSS.NS,9088.75;10831.00;11336.50,7335.00;9898.00;9999.00;10584.50;11360.00;11695.00;11920.00;11958.00;11968.00;11979.00;12540.00,212055.45
OIL.NS,458.75;481.23;435.43,425.00;433.95;442.30;459.40;465.00;481.95;484.00;487.20;489.00;495.40;500.00;504.30;514.45;531.00,2144867.7
OLAELEC.NS,36.10;37.06,37.73;37.81;38.14;40.51;41.75;41.88;42.00;42.25;42.60;44.18;46.00;49.05,54236576.4
OLECTRA.NS,1184.85;1288.35,1243.90;1255.85;1307.00;1369.60;1393.00;1397.90;1421.00;1552.90;1556.00,358373.8
ONESOURCE.NS,1580.20;1519.65;1506.40,1551.00;1568.30;1645.70;1647.00;1667.00;1693.90;1720.00;1740.00;1755.20;1870.00;1888.40;1895.00;1917.80,326190.85
PAGEIND.NS,36408.33;35013.33;39367.50,36215.00;36540.00;37740.00;38500.00;40490.00;40980.00;41590.00;41905.00;43855.00,22514.4
PARADEEP.NS,115.70;120.86;132.60;144.39,125.51;131.48;131.99;133.40;138.48;140.40;147.60;149.20;152.70;153.40;159.50;166.50;168.00,6313231.2
PATANJALI.NS,452.80;409.42;329.50;343.77,358.60;362.90;365.60;417.50;435.05;463.75;475.85;477.65;484.00,2438386.45
PAYTM.NS,1057.65;1078.20;1546.30,1133.70;1172.00;1181.00;1223.00;1407.00;1657.60;1732.30,4604264.95
PCBL.NS,262.26;279.07;308.75;314.97,278.40;298.00;303.65;312.55;313.00;323.50;327.50;327.60;328.20;333.85;335.90;338.00;346.00;374.00,1492290.35
PERSISTENT.NS,4736.53;4589.50;4945.05,4976.50;5105.00;5173.30;5187.70;5257.00;5299.90;5605.40;5612.00;5618.50;5698.00;5725.00;5910.00,477299.65
PETRONET.NS,260.12;270.43,278.39;280.55;282.50;282.80;284.25;285.00;286.80;287.40;294.10;296.80;300.60,1869283.05
PFIZER.NS,4711.47;4628.90;4511.80;4408.20,4569.70;4708.10;4770.00;4905.00;4934.60;5030.00;5035.40;5045.00;5149.00,75015.65
PFOCUS.NS,279.30;222.30;229.79,247.40;248.90;252.19;264.00;297.50;308.40;311.00;314.60;318.30;324.90;359.00;367.00,1149400.45
PGEL.NS,454.30,493.90;496.35;549.75;571.60;577.95;579.00;594.50;604.70;631.00;643.95,916378.65
PHOENIXLTD.NS,1738.45;1681.50;1853.95;1873.65,1819.30;1834.90;1842.60;1855.90;1950.00;1959.60;1969.00;1971.00;2169.80,358066.45
PIIND.NS,2994.37;2681.70;2539.90;2457.80,2509.00;2536.50;2545.00;2685.00;2773.30;2845.00;2874.00;2921.90;3134.70;3180.00;3182.00;3194.10,217571.15
PINELABS.NS,192.36;139.74;155.66,156.10;156.25;156.65;161.91;163.99;164.40;171.80;173.10;187.89;206.38;207.50;207.95;214.17,38883319.7
PIRAMALFIN.NS,1872.70;1988.83;2086.95,1778.90;1995.00;2031.00;2044.80;2073.20;2091.00;2158.40;2175.00;2218.90;2220.00;2324.00;2326.40,427471.05
PNBHOUSING.NS,1030.57;955.55;1047.30;1127.15,885.45;1027.70;1031.90;1068.50;1079.90;1086.70;1095.80;1105.00;1132.70;1174.80;1195.00;1207.00;1211.50,822389.35
POLICYBZR.NS,1586.80;1541.25,1622.00;1705.00;1711.30;1728.60;1735.00;1845.50;1875.00,1068320.0
POLYCAB.NS,7933.75;8837.00;9364.50;9013.00,8305.00;9169.50;9199.50;9395.00;9445.00;9632.50;9747.00;9833.00;10008.00;10126.00,402008.0
POLYMED.NS,1430.60;1306.50;1608.35;1682.00,1511.30;1634.20;1710.00;1723.00;1749.00;1774.90;1775.00;1777.00;1858.00;1913.70,163029.55
POONAWALLA.NS,454.30,403.30;407.00;429.95;433.40;436.00;442.65;468.30;476.35;480.90;486.00;486.25;489.00;494.00;506.00;511.90,786480.15
POWERINDIA.NS,31211.67;33045.00;30473.33,32750.00;34215.00;35095.00;35515.00;36590.00;36750.00;37335.00;37440.00;38785.00,87265.6
PPLPHARMA.NS,157.12;170.40;165.27,170.85;171.65;175.88;180.72;185.79;196.44;218.50;220.00;220.36;231.93,3957346.55
PREMIERENE.NS,953.88;990.00;1027.52;1010.05,1029.60;1047.00;1050.80;1054.40;1063.00;1072.40;1087.50;1103.90;1134.00,1169849.05
PRESTIGE.NS,1304.45;1624.05,1409.50;1423.60;1434.00;1514.70;1580.60;1643.50;1646.60;1651.30;1702.40;1712.20;1718.50;1741.50,456087.45
PTCIL.NS,15662.33;17418.67;16886.00,16350.00;16369.00;16597.00;17288.00;17400.00;17750.00;18096.00;18145.00;18599.00;19345.00;19520.00;19851.00;20750.00;21800.00;24125.00,58689.15
PVRINOX.NS,931.27;954.83;973.70;1127.85,985.00;999.50;1003.45;1005.10;1019.00;1032.30;1099.00;1110.00;1163.00;1194.20;1254.00;1284.50,729808.4
PWL.NS,105.77;113.19,111.87;112.14;113.31;117.95;118.90;128.37;129.88;130.70;131.42;133.50;159.43,13639365.7
RADICO.NS,3418.60;4025.10,3436.00;3482.00;3649.00;3679.00;4161.80;4193.00;4494.40;4559.80;4590.30;4747.00,214439.9
RAILTEL.NS,314.24;305.60;281.22,283.10;294.70;296.55;297.60;313.35;320.50;325.40;329.35;330.50;338.76;351.95;353.90,1145493.15
RAINBOW.NS,1232.00;1314.00;1401.63;1421.25,1288.90;1321.00;1322.00;1335.00;1366.90;1395.00;1469.20;1479.00;1495.00;1508.00;1511.70;1610.00,80049.05
RAMCOCEM.NS,904.44;873.20;847.45,891.00;894.00;920.00;938.00;944.00;949.00;953.00;962.35;970.00;989.30;1024.45,260012.65
RBLBANK.NS,375.70,326.80;339.50;345.65;349.90;353.00;375.15;381.70;382.35;392.70;394.50;420.40,3272191.95
REDINGTON.NS,210.94;267.65,226.45;228.25;228.30;242.50;250.88;288.20;290.46;291.17;360.55;364.50;370.80;378.50;403.25,6765097.05
RHIM.NS,371.92;398.57;381.70;356.92,377.80;381.95;387.55;391.90;395.00;404.95;414.75;419.35;420.90;421.45;423.20;426.70;427.30;433.00;443.80,238066.8
RITES.NS,215.17;210.33;200.45,209.20;215.40;216.94;222.99;225.00;226.35;230.85;234.90;241.30;244.59,291209.0
RKFORGE.NS,526.35;551.98,570.00;584.40;584.50;587.50;594.90;596.45;607.00;617.75;629.90;632.00;737.80;763.50;767.25;772.80,700205.85
RPOWER.NS,24.11;26.15;23.15,22.90;23.80;25.30;25.40;25.51;28.04;28.75;28.94;29.40;29.52;29.95;30.80,19450535.05
RRKABEL.NS,,1520.00;2049.00;2239.80;2415.00;2549.00;2775.00;2815.00;2980.00;2983.80,576425.7
RVNL.NS,264.38;234.08;221.63,214.18;231.38;236.76;236.89;241.19;251.38;275.85;310.00;311.30;311.45;311.85,3956831.2
SAGILITY.NS,40.68;38.83,40.72;41.14;42.30;42.99;43.48;43.49;43.60;43.78;45.40;46.24;47.49,24517919.1
SAIL.NS,160.33;165.18,172.27;175.90;176.89;180.11;187.87;189.10;190.50;200.96;208.45;209.70,24420374.7
SAILIFE.NS,946.65;1188.15;1414.65,1009.00;1139.40;1175.60;1184.80;1244.20;1249.00;1260.00;1300.00;1475.00;1485.00;1697.00,850209.2
SAMMAANCAP.NS,137.93;166.89;159.74;144.43,153.00;157.80;161.00;168.50;169.36;182.90;183.18;192.34,5429910.8
SAPPHIRE.NS,171.11;178.01,179.00;183.91;186.09;187.04;187.06;189.24;190.00;193.90;205.06;212.70;240.27;258.78,1032950.15
SARDAEN.NS,511.15;505.07;490.42,512.70;521.40;535.40;537.25;538.00;542.50;558.00;578.80;604.00;605.85;624.00,591722.1
SAREGAMA.NS,338.45;472.70,351.00;365.00;375.00;443.00;471.55;477.50;485.00;489.95;503.00;509.90;516.50;519.80;574.50,450102.75
SBFC.NS,89.71;88.29;91.53,94.50;94.55;94.64;94.99;95.00;95.75;97.00;97.45;101.19;103.22;103.37;104.39,2982155.05
SBICARD.NS,611.03;583.55,611.95;638.70;638.80;658.00;660.00;666.75;668.45;674.20;675.00;700.40,3297319.3
SCHAEFFLER.NS,4012.53;3879.15,3990.00;4084.00;4143.00;4144.90;4202.60;4210.00;4213.20;4219.00;4235.00;4249.00;4297.00;4429.00;4445.00,45820.15
SCHNEIDER.NS,1176.00;1068.60;1142.45,1194.10;1235.70;1237.00;1246.00;1370.00;1376.50;1391.00;1417.80;1449.00;1468.80;1548.00,302429.35
SCI.NS,284.33;275.28,287.10;296.00;300.20;300.25;303.70;320.00;321.05;322.80;324.00;330.00;351.70;368.75,1894164.1
SHYAMMETL.NS,806.70;959.68;1010.33,857.00;880.00;908.60;934.90;979.05;992.00;1002.85;1004.80;1014.00;1044.80;1090.00;1111.00,458165.7
SIGNATURE.NS,778.88;796.71;754.50,807.35;809.90;815.95;835.90;836.00;838.00;842.30;843.05;874.00;886.85;898.00;910.00;928.00,206121.5
SJVN.NS,70.58;67.09,66.79;68.33;70.43;74.58;75.49;77.80;79.45;83.00,1787027.75
SOBHA.NS,1262.67;1361.60;1331.85,1276.60;1390.00;1429.80;1449.90;1462.50;1550.30;1559.50;1577.00,74135.9
SONACOMS.NS,561.52;586.45;793.33,596.95;605.60;614.00;621.80;632.20;682.20;741.65;813.15;824.60;836.90;844.00,1439769.5
SONATSOFTW.NS,253.19;261.50,269.04;278.40;291.40;292.40;294.00;307.90;313.95;324.90;329.50;359.50,1077874.3
SPLPETRO.NS,716.13;677.63;661.00;692.05,703.95;710.95;724.90;736.00;736.60;743.50;752.00;783.80;788.00;805.00;843.80;847.00,285442.9
SRF.NS,2363.25;2582.18;2650.40;2703.80;2546.75,2506.00;2525.00;2604.00;2627.00;2644.70;2648.00;2663.00;2776.40;2777.00;2784.00;2832.10;2859.50;2970.00,197257.1
STARHEALTH.NS,516.17;570.47;552.17,532.35;535.00;535.95;539.45;584.10;586.25;588.00;588.45;590.75;597.40;605.80;623.90;624.90,296648.7
SUMICHEM.NS,413.82;443.10,453.80;483.70;509.40;509.95;514.50;549.75;551.90;569.00;572.05,224409.7
SUNDARMFIN.NS,4425.53,4528.30;4658.00;4660.00;4665.70;4684.50;4790.00;4810.20;4965.30;5050.00,42120.7
SUNTV.NS,479.50;490.10,481.20;482.70;485.50;506.00;511.80;519.80;528.00;529.00;529.70;529.80;531.00;614.00;660.70,488196.2
SUPREMEIND.NS,3538.00;3390.70;3472.40;3140.50,3309.30;3538.10;3568.00;3598.00;3606.90;3645.00;3646.00;3674.90;3685.70;3710.00;3746.30;3826.50;3879.80;3941.40,174761.5
SUZLON.NS,51.47;52.78;46.09,46.40;47.52;49.30;49.32;53.70;54.51;56.12;58.06;58.42;59.31;60.45,37310589.8
SWANCORP.NS,310.28;304.04,307.90;315.35;316.65;317.20;326.90;336.70;339.00;345.80;363.45;365.80;382.15,3739329.4
SWIGGY.NS,263.18;246.78;236.28;271.43,257.85;262.95;270.00;272.30;283.50;284.00;284.68;285.55;285.60;293.00;298.85;299.00;305.00,24202176.9
SYNGENE.NS,377.62;436.82;455.48;396.95,412.80;413.90;417.50;419.50;432.00;449.95;450.95;454.50;463.80;490.70;518.55,509722.95
SYRMA.NS,951.62;1341.60,1032.00;1080.00;1188.00;1392.00;1454.00;1457.00;1468.00;1505.00;1517.70;1525.80;1543.00;1660.00,908387.1
TARIL.NS,294.10;318.43;287.53,302.30;304.10;305.90;313.90;326.95;329.60;335.00;338.00;350.60;358.00;365.00;372.00,1800789.5
TATACHEM.NS,686.65;723.67;624.00,674.80;708.90;711.00;729.90;743.60;762.90;773.70;775.00;819.00;854.85,1618776.15
TATACOMM.NS,1493.15;1534.55;1635.20;1887.17;1690.07,1574.70;1609.80;1623.00;1710.90;1783.80;1805.00;2017.30;2029.70;2049.90;2110.00,258117.05
TATAELXSI.NS,3950.70;3587.63;3361.95;3660.00,3708.00;3777.60;3840.00;3857.00;4157.00;4347.40;4394.00;4490.00;4542.80;4753.60,173243.55
TATAINVEST.NS,651.60;629.40;618.62,644.00;656.40;677.90;680.70;690.15;690.60;696.60;699.30;704.90;714.80;715.00;737.95;738.55;762.25,1984305.05
TATATECH.NS,551.75;729.22,596.35;605.00;642.50;659.80;747.80;767.10;775.00;777.00;779.10;784.00;850.00;891.00,985394.25
